"uniform_id","trialid","trial","trial.nwords","nblink","nrun","nfix","nout","sac","skip","refix","reg","mfix","firstpass","rereading","total","rate","ACCURACY"
"ge_zu_11",9,"Der Imker beschäftigt sich mit",173,0,12,157,0,9.878,0.422,0.235,0.096,243,35255,2871,38126,272,4
"ge_zu_12",10,"Eine Nationalflagge symbolisiert als Flagge",180,2,20,151,0,10.789,0.611,0.128,0.171,205,26629,4269,30898,350,4
"ge_zu_12",11,"Die Internationale Union für Naturschutz",171,2,17,149,0,11.282,0.573,0.168,0.159,209,27897,3185,31082,330,4
"ge_zu_12",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,1,21,142,0,10.701,0.594,0.118,0.173,208,25654,3916,29570,325,4
"ge_zu_12",3,"Im Leistungssport ist Doping die",190,3,20,156,0,10.871,0.568,0.107,0.145,208,30417,1958,32375,352,4
"ge_zu_12",5,"Der Weltumwelttag oder auch Tag",152,3,21,144,0,10.316,0.618,0.148,0.194,219,27743,3783,31526,289,4
"ge_zu_12",7,"Eine Weinprobe ist die sensorische",198,3,23,167,0,11.058,0.545,0.094,0.151,196,29441,3245,32686,363,4
"ge_zu_12",8,"Orangensaft ist ein Fruchtsaft, der",132,1,16,130,0,11.151,0.492,0.25,0.193,202,23817,2487,26304,301,4
"ge_zu_12",9,"Der Imker beschäftigt sich mit",173,2,22,162,0,10.485,0.486,0.151,0.176,209,28423,5365,33788,307,3
"ge_zu_13",10,"Eine Nationalflagge symbolisiert als Flagge",180,28,32,255,0,6.391,0.294,0.342,0.215,192,38429,10634,49063,220,4
"ge_zu_13",11,"Die Internationale Union für Naturschutz",171,29,20,249,0,7.203,0.304,0.421,0.136,204,42807,7983,50790,202,3
"ge_zu_13",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,33,21,251,0,6.828,0.181,0.41,0.137,200,43040,7164,50204,191,3
"ge_zu_13",2,"Das Wort Shaka, begleitet von",159,32,39,277,0,5.801,0.245,0.342,0.26,198,39507,15280,54787,174,4
"ge_zu_13",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,38,21,284,0,6.322,0.328,0.358,0.126,196,47859,7736,55595,194,4
"ge_zu_13",5,"Der Weltumwelttag oder auch Tag",152,32,33,289,0,6.783,0.263,0.407,0.252,197,43925,12899,56824,160,4
"ge_zu_13",6,"Das Monokelist eine Sehhilfe, die",149,29,23,257,0,5.749,0.148,0.41,0.164,192,38216,11104,49320,181,4
"ge_zu_15",10,"Eine Nationalflagge symbolisiert als Flagge",180,6,33,232,0,9.053,0.7,0.195,0.286,212,33198,15932,49130,220,4
"ge_zu_15",11,"Die Internationale Union für Naturschutz",171,4,23,249,0,10.374,0.608,0.285,0.22,213,29378,23618,52996,194,3
"ge_zu_15",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,5,21,179,0,9.867,0.637,0.274,0.189,207,27171,9833,37004,259,4
"ge_zu_15",3,"Im Leistungssport ist Doping die",190,4,38,275,0,9.671,0.647,0.205,0.253,193,33137,19879,53016,215,4
"ge_zu_15",6,"Das Monokelist eine Sehhilfe, die",149,6,52,300,0,9.377,0.624,0.258,0.435,189,28785,27932,56717,158,4
"ge_zu_15",7,"Eine Weinprobe ist die sensorische",198,6,34,252,0,9.349,0.601,0.253,0.253,193,35254,13421,48675,244,3
"ge_zu_15",8,"Orangensaft ist ein Fruchtsaft, der",132,6,23,175,0,9.831,0.614,0.284,0.261,193,22136,11612,33748,235,4
"ge_zu_15",9,"Der Imker beschäftigt sich mit",173,2,33,219,0,9.755,0.676,0.28,0.256,209,32503,13317,45820,227,3
"ge_zu_17",1,"In der alten römischen Religion",174,22,52,297,0,6.872,0.483,0.319,0.368,227,43270,24102,67372,155,2
"ge_zu_17",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,20,34,233,0,7.695,0.344,0.366,0.293,234,42874,11753,54627,176,3
"ge_zu_17",3,"Im Leistungssport ist Doping die",190,21,43,299,0,8.544,0.674,0.317,0.31,212,41627,21680,63307,180,4
"ge_zu_17",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,14,42,237,0,8.609,0.9,0.263,0.286,226,38099,15439,53538,202,4
"ge_zu_17",5,"Der Weltumwelttag oder auch Tag",152,20,38,278,0,8.559,0.763,0.424,0.331,223,41314,20762,62076,147,4
"ge_zu_17",6,"Das Monokelist eine Sehhilfe, die",149,17,37,249,0,8.132,0.698,0.336,0.336,224,36544,19112,55656,161,4
"ge_zu_17",7,"Eine Weinprobe ist die sensorische",198,16,43,257,0,8.738,0.662,0.284,0.297,216,42687,12767,55454,214,3
"ge_zu_17",8,"Orangensaft ist ein Fruchtsaft, der",132,14,31,204,0,9.527,0.614,0.317,0.337,217,30191,14050,44241,179,4
"ge_zu_17",9,"Der Imker beschäftigt sich mit",173,24,52,303,0,8.247,0.723,0.396,0.388,220,42227,24414,66641,156,4
"ge_zu_18",1,"In der alten römischen Religion",174,5,34,233,0,7.005,0.506,0.282,0.235,241,47099,9153,56252,186,4
"ge_zu_18",11,"Die Internationale Union für Naturschutz",171,3,34,269,0,7.053,0.333,0.445,0.226,242,54285,10943,65228,157,3
"ge_zu_18",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,2,20,178,0,8.432,0.45,0.252,0.165,237,36440,5748,42188,228,2
"ge_zu_18",2,"Das Wort Shaka, begleitet von",159,5,37,230,0,7.655,0.434,0.229,0.328,225,38452,13325,51777,184,3
"ge_zu_18",7,"Eine Weinprobe ist die sensorische",198,7,28,210,0,8.602,0.404,0.232,0.19,232,43420,5399,48819,243,4
"ge_zu_19",1,"In der alten römischen Religion",174,9,37,188,0,9.948,0.753,0.24,0.354,214,24784,15377,40161,260,3
"ge_zu_19",10,"Eine Nationalflagge symbolisiert als Flagge",180,14,34,180,2,9.887,0.622,0.221,0.292,194,26353,8495,34848,310,3
"ge_zu_19",11,"Die Internationale Union für Naturschutz",171,2,31,191,0,9.789,0.456,0.188,0.258,207,31482,8079,39561,259,4
"ge_zu_19",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,2,28,173,0,9.932,0.388,0.126,0.235,205,28702,6814,35516,270,4
"ge_zu_19",2,"Das Wort Shaka, begleitet von",159,10,33,191,0,9.368,0.61,0.192,0.385,204,25103,13815,38918,245,4
"ge_zu_19",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,8,29,176,1,11.048,0.711,0.157,0.27,197,25956,8746,34702,311,2
"ge_zu_19",7,"Eine Weinprobe ist die sensorische",198,17,39,211,1,9.359,0.697,0.157,0.268,194,28866,12171,41037,289,4
"ge_zu_19",9,"Der Imker beschäftigt sich mit",173,2,34,195,0,9.76,0.457,0.172,0.242,217,30539,11844,42383,245,4
"ge_zu_2",1,"In der alten römischen Religion",174,32,86,432,0,5.802,0.264,0.419,0.455,198,50147,35199,85346,122,4
"ge_zu_2",10,"Eine Nationalflagge symbolisiert als Flagge",180,36,73,439,0,5.973,0.233,0.48,0.4,202,57269,31237,88506,122,4
"ge_zu_2",11,"Die Internationale Union für Naturschutz",171,37,65,442,0,6.378,0.24,0.572,0.346,202,56074,33240,89314,115,3
"ge_zu_2",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,26,46,360,0,6.169,0.15,0.468,0.279,203,52250,20677,72927,132,4
"ge_zu_2",2,"Das Wort Shaka, begleitet von",159,26,81,434,0,5.981,0.296,0.487,0.48,204,44009,44343,88352,108,4
"ge_zu_2",3,"Im Leistungssport ist Doping die",190,26,62,418,0,6.986,0.247,0.433,0.339,202,54866,29766,84632,135,4
"ge_zu_2",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,30,75,444,0,6.129,0.428,0.468,0.428,193,51436,34216,85652,126,4
"ge_zu_2",5,"Der Weltumwelttag oder auch Tag",152,29,62,434,0,5.843,0.355,0.473,0.392,207,51060,38686,89746,102,3
"ge_zu_2",6,"Das Monokelist eine Sehhilfe, die",149,32,71,431,0,6.105,0.268,0.541,0.418,211,48365,42588,90953,98,4
"ge_zu_2",7,"Eine Weinprobe ist die sensorische",198,36,71,495,0,5.696,0.278,0.487,0.344,209,68322,35261,103583,115,4
"ge_zu_2",9,"Der Imker beschäftigt sich mit",173,30,63,413,0,6.566,0.249,0.47,0.384,203,55665,28233,83898,124,4
"ge_zu_20",11,"Die Internationale Union für Naturschutz",171,14,20,164,0,10.759,0.48,0.222,0.194,199,27153,5465,32618,315,3
"ge_zu_20",2,"Das Wort Shaka, begleitet von",159,14,35,196,0,10.49,0.396,0.114,0.358,208,30286,10387,40673,235,4
"ge_zu_20",3,"Im Leistungssport ist Doping die",190,10,35,212,0,11.204,0.426,0.182,0.285,195,31422,9867,41289,276,4
"ge_zu_20",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,14,40,220,0,11.271,0.417,0.172,0.343,199,32792,10880,43672,247,4
"ge_zu_20",5,"Der Weltumwelttag oder auch Tag",152,11,36,209,0,11.217,0.566,0.204,0.381,190,25540,14116,39656,230,4
"ge_zu_20",6,"Das Monokelist eine Sehhilfe, die",149,10,32,193,0,10.613,0.396,0.255,0.291,213,27718,13383,41101,218,4
"ge_zu_20",7,"Eine Weinprobe ist die sensorische",198,14,26,194,0,10.465,0.475,0.106,0.218,195,31104,6798,37902,313,3
"ge_zu_20",8,"Orangensaft ist ein Fruchtsaft, der",132,9,23,138,0,11.551,0.485,0.182,0.284,186,19141,6584,25725,308,4
"ge_zu_21",1,"In der alten römischen Religion",174,18,71,373,0,7.334,0.345,0.349,0.43,176,36917,28607,65524,159,4
"ge_zu_21",10,"Eine Nationalflagge symbolisiert als Flagge",180,14,49,299,0,8.217,0.817,0.368,0.347,164,32907,15989,48896,221,4
"ge_zu_21",2,"Das Wort Shaka, begleitet von",159,14,51,338,0,6.881,0.22,0.381,0.345,180,36135,24705,60840,157,4
"ge_zu_21",3,"Im Leistungssport ist Doping die",190,18,42,314,0,7.886,0.289,0.352,0.245,173,41244,13095,54339,210,4
"ge_zu_21",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,19,50,402,0,8.142,0.278,0.397,0.314,166,37742,28790,66532,162,4
"ge_zu_21",5,"Der Weltumwelttag oder auch Tag",152,12,48,320,0,7.95,0.355,0.463,0.358,172,34434,20754,55188,165,4
"ge_zu_21",7,"Eine Weinprobe ist die sensorische",198,21,30,291,0,7.084,0.268,0.304,0.167,170,39728,9662,49390,241,4
"ge_zu_21",8,"Orangensaft ist ein Fruchtsaft, der",132,23,44,278,0,8.332,0.417,0.375,0.375,172,27789,19936,47725,166,4
"ge_zu_22",1,"In der alten römischen Religion",174,11,22,313,0,4.813,0.149,0.429,0.135,208,54266,10723,64989,161,4
"ge_zu_22",10,"Eine Nationalflagge symbolisiert als Flagge",180,3,13,272,0,5.548,0.161,0.409,0.075,188,46533,4626,51159,211,4
"ge_zu_22",11,"Die Internationale Union für Naturschutz",171,3,15,281,0,5.867,0.187,0.466,0.108,187,45722,6858,52580,195,4
"ge_zu_22",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,6,15,277,0,6.151,0.144,0.41,0.111,186,39748,11829,51577,186,3
"ge_zu_22",2,"Das Wort Shaka, begleitet von",159,7,23,300,0,4.509,0.17,0.48,0.151,206,50276,11477,61753,154,4
"ge_zu_22",3,"Im Leistungssport ist Doping die",190,7,17,310,0,5.894,0.163,0.419,0.099,184,49773,7323,57096,200,4
"ge_zu_22",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,6,13,266,0,5.574,0.394,0.364,0.08,194,47484,4043,51527,210,4
"ge_zu_22",5,"Der Weltumwelttag oder auch Tag",152,4,14,275,0,5.772,0.164,0.423,0.095,188,46576,5243,51819,176,2
"ge_zu_22",6,"Das Monokelist eine Sehhilfe, die",149,8,16,289,0,5.052,0.181,0.44,0.099,196,46577,10032,56609,158,3
"ge_zu_22",7,"Eine Weinprobe ist die sensorische",198,4,22,317,0,5.515,0.172,0.4,0.117,193,53517,7569,61086,194,4
"ge_zu_22",8,"Orangensaft ist ein Fruchtsaft, der",132,2,11,230,0,5.341,0.144,0.496,0.092,188,39170,4054,43224,183,3
"ge_zu_22",9,"Der Imker beschäftigt sich mit",173,3,14,273,0,5.486,0.191,0.366,0.085,195,47146,6152,53298,195,4
"ge_zu_23",1,"In der alten römischen Religion",174,15,35,277,0,6.873,0.684,0.344,0.225,194,40522,13220,53742,194,4
"ge_zu_23",10,"Eine Nationalflagge symbolisiert als Flagge",180,6,33,264,0,7.118,0.444,0.326,0.229,175,33939,12280,46219,234,4
"ge_zu_23",11,"Die Internationale Union für Naturschutz",171,10,29,264,0,7.524,0.304,0.393,0.215,179,36734,10560,47294,217,4
"ge_zu_23",2,"Das Wort Shaka, begleitet von",159,10,37,269,0,6.764,0.396,0.36,0.302,178,32814,15050,47864,199,4
"ge_zu_23",3,"Im Leistungssport ist Doping die",190,7,29,273,0,7.547,0.353,0.36,0.187,172,36565,10432,46997,243,4
"ge_zu_23",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,11,32,276,0,7,0.361,0.346,0.216,180,37887,11678,49565,218,3
"ge_zu_23",5,"Der Weltumwelttag oder auch Tag",152,10,24,244,0,6.438,0.52,0.415,0.212,189,35359,10725,46084,198,4
"ge_zu_23",6,"Das Monokelist eine Sehhilfe, die",149,8,34,261,0,6.639,0.235,0.397,0.278,173,33254,11850,45104,198,3
"ge_zu_23",9,"Der Imker beschäftigt sich mit",173,9,39,289,0,6.856,0.341,0.357,0.266,176,36400,14466,50866,204,4
"ge_zu_25",1,"In der alten römischen Religion",174,1,30,228,0,7.763,0.937,0.302,0.237,204,37961,8489,46450,225,1
"ge_zu_25",10,"Eine Nationalflagge symbolisiert als Flagge",180,2,32,268,0,6.931,0.239,0.289,0.243,212,41588,15189,56777,190,4
"ge_zu_25",11,"Die Internationale Union für Naturschutz",171,4,24,262,0,7.017,0.275,0.365,0.176,210,46464,8658,55122,186,4
"ge_zu_25",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,1,21,223,0,7.218,0.25,0.3,0.185,204,36689,8888,45577,211,2
"ge_zu_25",2,"Das Wort Shaka, begleitet von",159,1,27,208,0,7.626,0.994,0.273,0.235,199,33541,7760,41301,231,4
"ge_zu_25",3,"Im Leistungssport ist Doping die",190,1,23,243,0,8.601,0.868,0.296,0.138,201,40205,8556,48761,234,3
"ge_zu_25",5,"Der Weltumwelttag oder auch Tag",152,3,33,263,0,7.539,0.342,0.381,0.286,206,36649,17485,54134,168,3
"ge_zu_25",6,"Das Monokelist eine Sehhilfe, die",149,1,18,208,0,7.197,0.221,0.336,0.131,199,34648,6775,41423,216,3
"ge_zu_25",7,"Eine Weinprobe ist die sensorische",198,3,35,269,0,7.447,0.278,0.239,0.221,205,41150,14018,55168,215,4
"ge_zu_25",8,"Orangensaft ist ein Fruchtsaft, der",132,3,16,190,0,7.708,0.242,0.38,0.148,207,32745,6679,39424,201,4
"ge_zu_25",9,"Der Imker beschäftigt sich mit",173,2,20,228,0,7.174,0.434,0.328,0.175,199,36890,8502,45392,229,4
"ge_zu_26",1,"In der alten römischen Religion",174,4,28,198,0,9.196,0.517,0.215,0.264,221,31158,12677,43835,238,3
"ge_zu_26",10,"Eine Nationalflagge symbolisiert als Flagge",180,2,25,180,0,10.121,0.417,0.2,0.193,213,34350,4053,38403,281,4
"ge_zu_26",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,2,22,172,0,10.527,0.469,0.248,0.23,208,29937,5763,35700,269,4
"ge_zu_26",5,"Der Weltumwelttag oder auch Tag",152,4,31,196,0,9.982,0.599,0.309,0.309,212,30657,10929,41586,219,3
"ge_zu_26",6,"Das Monokelist eine Sehhilfe, die",149,2,20,178,0,10.897,0.604,0.348,0.217,219,30184,8726,38910,230,4
"ge_zu_26",7,"Eine Weinprobe ist die sensorische",198,4,23,194,0,9.358,0.515,0.217,0.174,212,36122,5037,41159,289,3
"ge_zu_26",9,"Der Imker beschäftigt sich mit",173,1,19,177,0,10.448,0.532,0.278,0.139,220,33410,5540,38950,266,4
"ge_zu_27",1,"In der alten römischen Religion",174,7,31,271,0,6.494,0.264,0.255,0.203,191,38056,13794,51850,201,4
"ge_zu_27",11,"Die Internationale Union für Naturschutz",171,6,25,252,0,7.138,0.322,0.34,0.2,187,40533,6673,47206,217,3
"ge_zu_27",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,10,14,218,0,6.637,0.144,0.282,0.092,184,37420,2687,40107,239,3
"ge_zu_27",2,"Das Wort Shaka, begleitet von",159,5,21,250,0,6.414,0.34,0.248,0.134,188,36110,10933,47043,203,4
"ge_zu_27",3,"Im Leistungssport ist Doping die",190,8,26,302,0,7.048,0.337,0.325,0.153,185,43250,12634,55884,204,4
"ge_zu_27",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,8,27,274,0,7.39,0.4,0.273,0.136,180,37710,11492,49202,220,3
"ge_zu_27",5,"Der Weltumwelttag oder auch Tag",152,6,22,240,0,6.301,0.217,0.381,0.149,194,40599,5909,46508,196,2
"ge_zu_27",6,"Das Monokelist eine Sehhilfe, die",149,8,24,280,0,7.087,0.356,0.359,0.176,184,33782,17869,51651,173,3
"ge_zu_27",7,"Eine Weinprobe ist die sensorische",198,7,29,301,0,6.892,0.354,0.333,0.167,183,40338,14848,55186,215,4
"ge_zu_27",9,"Der Imker beschäftigt sich mit",173,4,17,256,0,6.896,0.312,0.426,0.113,189,41109,7189,48298,215,3
"ge_zu_28",1,"In der alten römischen Religion",174,1,20,236,0,6.631,0.431,0.287,0.147,193,36356,9290,45646,229,1
"ge_zu_28",10,"Eine Nationalflagge symbolisiert als Flagge",180,7,18,237,0,6.537,0.35,0.39,0.121,175,36622,4768,41390,261,4
"ge_zu_28",2,"Das Wort Shaka, begleitet von",159,6,24,245,0,5.704,0.371,0.424,0.197,181,36428,7960,44388,215,4
"ge_zu_28",3,"Im Leistungssport ist Doping die",190,3,17,243,0,6.799,0.484,0.333,0.113,184,38605,6183,44788,255,4
"ge_zu_28",7,"Eine Weinprobe ist die sensorische",198,6,17,251,0,6.541,0.439,0.372,0.101,177,36787,7630,44417,267,3
"ge_zu_28",9,"Der Imker beschäftigt sich mit",173,7,24,264,0,6.585,0.451,0.492,0.194,182,37621,10322,47943,217,3
"ge_zu_29",1,"In der alten römischen Religion",174,18,38,233,0,9.711,0.586,0.184,0.272,197,31292,14529,45821,228,3
"ge_zu_29",10,"Eine Nationalflagge symbolisiert als Flagge",180,24,27,228,1,9.406,0.517,0.288,0.261,227,33380,18466,51846,208,2
"ge_zu_29",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,22,31,256,0,9.87,0.406,0.252,0.276,199,31023,19849,50872,189,4
"ge_zu_29",2,"Das Wort Shaka, begleitet von",159,17,35,194,0,9.107,0.553,0.14,0.273,207,27668,12394,40062,238,4
"ge_zu_29",3,"Im Leistungssport ist Doping die",190,18,35,207,0,10.724,0.516,0.132,0.243,196,29840,10831,40671,280,4
"ge_zu_29",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,16,43,258,0,9.924,0.756,0.192,0.338,213,33948,21034,54982,196,3
"ge_zu_29",5,"Der Weltumwelttag oder auch Tag",152,16,36,251,0,10.259,0.717,0.269,0.336,215,33412,20644,54056,169,4
"ge_zu_29",6,"Das Monokelist eine Sehhilfe, die",149,26,48,300,0,10.23,0.698,0.18,0.393,207,30201,31881,62082,144,4
"ge_zu_29",7,"Eine Weinprobe ist die sensorische",198,26,37,278,0,10.139,0.657,0.199,0.248,215,34723,25077,59800,199,3
"ge_zu_3",1,"In der alten römischen Religion",174,15,53,385,0,5.329,0.397,0.47,0.305,224,49949,36234,86183,121,3
"ge_zu_3",10,"Eine Nationalflagge symbolisiert als Flagge",180,30,34,322,0,5.449,0.256,0.457,0.225,209,51449,15706,67155,161,3
"ge_zu_3",11,"Die Internationale Union für Naturschutz",171,26,41,374,0,5.823,0.567,0.473,0.203,252,54025,40377,94402,109,1
"ge_zu_3",2,"Das Wort Shaka, begleitet von",159,14,42,346,0,5.49,0.296,0.434,0.259,241,54932,28528,83460,114,4
"ge_zu_3",3,"Im Leistungssport ist Doping die",190,22,38,422,0,5.613,0.2,0.512,0.201,223,61836,32191,94027,121,4
"ge_zu_3",6,"Das Monokelist eine Sehhilfe, die",149,22,34,339,0,5.744,0.262,0.477,0.219,236,49071,30867,79938,112,2
"ge_zu_3",8,"Orangensaft ist ein Fruchtsaft, der",132,21,38,344,0,5.518,0.205,0.462,0.256,237,41587,39956,81543,97,4
"ge_zu_3",9,"Der Imker beschäftigt sich mit",173,22,42,409,0,5.205,0.306,0.507,0.26,217,57048,31875,88923,117,4
"ge_zu_30",1,"In der alten römischen Religion",174,10,42,204,0,9.813,0.54,0.138,0.331,182,26573,10576,37149,281,4
"ge_zu_30",10,"Eine Nationalflagge symbolisiert als Flagge",180,7,36,200,0,9.783,0.417,0.154,0.279,168,26646,7017,33663,321,4
"ge_zu_30",11,"Die Internationale Union für Naturschutz",171,7,26,165,0,10.142,0.485,0.162,0.234,175,23306,5497,28803,356,4
"ge_zu_30",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,9,28,153,0,9.779,0.488,0.196,0.215,197,23815,6302,30117,319,3
"ge_zu_30",2,"Das Wort Shaka, begleitet von",159,5,33,162,0,9.959,0.421,0.107,0.311,169,22570,4828,27398,348,4
"ge_zu_30",3,"Im Leistungssport ist Doping die",190,5,30,190,0,10.094,0.426,0.22,0.205,168,27475,4473,31948,357,4
"ge_zu_30",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,10,29,172,0,9.793,0.489,0.169,0.234,176,26363,3825,30188,358,3
"ge_zu_30",6,"Das Monokelist eine Sehhilfe, die",149,4,38,188,0,9.719,0.463,0.177,0.301,175,23237,9702,32939,271,4
"ge_zu_30",7,"Eine Weinprobe ist die sensorische",198,6,33,186,0,10.342,0.495,0.142,0.234,177,27851,5070,32921,361,4
"ge_zu_30",8,"Orangensaft ist ein Fruchtsaft, der",132,2,25,144,0,10.244,0.417,0.182,0.273,172,20467,4308,24775,320,3
"ge_zu_30",9,"Der Imker beschäftigt sich mit",173,8,22,177,0,9.483,0.387,0.177,0.21,182,27910,4237,32147,323,4
"ge_zu_31",1,"In der alten römischen Religion",174,8,30,204,0,8.151,0.328,0.207,0.222,227,36853,9530,46383,225,3
"ge_zu_31",10,"Eine Nationalflagge symbolisiert als Flagge",180,16,27,243,0,8.379,0.417,0.377,0.203,294,58671,12825,71496,151,2
"ge_zu_31",11,"Die Internationale Union für Naturschutz",171,18,28,239,0,7.963,0.281,0.362,0.196,264,52348,10843,63191,162,2
"ge_zu_31",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,9,29,211,0,7.887,0.331,0.236,0.213,254,42222,11332,53554,179,2
"ge_zu_31",2,"Das Wort Shaka, begleitet von",159,10,31,208,0,8.364,0.352,0.167,0.227,247,39866,11555,51421,186,4
"ge_zu_31",3,"Im Leistungssport ist Doping die",190,14,35,265,0,9.563,0.432,0.303,0.228,239,47175,16060,63235,180,3
"ge_zu_31",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,12,38,230,0,8.923,0.394,0.208,0.248,240,44919,10389,55308,195,4
"ge_zu_31",5,"Der Weltumwelttag oder auch Tag",152,11,31,267,0,8.398,0.401,0.402,0.26,240,47571,16524,64095,142,4
"ge_zu_31",6,"Das Monokelist eine Sehhilfe, die",149,11,37,235,0,8.165,0.268,0.25,0.273,258,41383,19217,60600,148,4
"ge_zu_31",7,"Eine Weinprobe ist die sensorische",198,14,22,220,0,8.542,0.308,0.22,0.16,252,48800,6535,55335,215,4
"ge_zu_31",8,"Orangensaft ist ein Fruchtsaft, der",132,12,23,191,0,9.806,0.477,0.317,0.208,233,33030,11409,44439,178,2
"ge_zu_31",9,"Der Imker beschäftigt sich mit",173,19,41,293,0,8.656,0.434,0.336,0.307,252,49293,24641,73934,140,4
"ge_zu_32",12,"Ein Fahrzeugkennzeichen ist ein Metall-",160,22,21,219,0,8.082,0.4,0.28,0.192,202,35984,8324,44308,217,2
"ge_zu_32",2,"Das Wort Shaka, begleitet von",159,14,31,250,0,7.922,0.83,0.367,0.292,195,31553,17240,48793,196,4
"ge_zu_32",4,"Der Beutelwolf, auch Tasmanischer Tiger",180,18,29,242,0,8.278,0.45,0.362,0.208,204,36437,12951,49388,219,4
"ge_zu_32",5,"Der Weltumwelttag oder auch Tag",152,20,30,272,0,7.852,0.434,0.444,0.308,208,37826,18765,56591,161,4
"ge_zu_32",7,"Eine Weinprobe ist die sensorische",198,28,36,273,0,7.607,0.318,0.281,0.216,205,40570,15481,56051,212,3
"ge_zu_33",1,"In der alten römischen Religion",174,14,90,468,0,6.884,0.402,0.403,0.516,228,48703,57924,106627,98,3
"ge_zu_33",10,"Eine Nationalflagge symbolisiert als Flagge",180,16,88,451,0,8.5,0.472,0.439,0.432,225,49409,51886,101295,107,3
